sex,birth_year,age,mort_rate,provenance
M,1957,67,0.0059525033,[std] INSEE-shaped generational proxy
M,1957,68,0.0065901345,[std] INSEE-shaped generational proxy
M,1957,69,0.0072985866,[std] INSEE-shaped generational proxy
M,1957,70,0.0080856660,[std] INSEE-shaped generational proxy
M,1957,71,0.0089600256,[std] INSEE-shaped generational proxy
M,1957,72,0.0099312528,[std] INSEE-shaped generational proxy
M,1957,73,0.0110099672,[std] INSEE-shaped generational proxy
M,1957,74,0.0122079257,[std] INSEE-shaped generational proxy
M,1957,75,0.0135381387,[std] INSEE-shaped generational proxy
M,1957,76,0.0150149957,[std] INSEE-shaped generational proxy
M,1957,77,0.0166544021,[std] INSEE-shaped generational proxy
M,1957,78,0.0184739267,[std] INSEE-shaped generational proxy
M,1957,79,0.0204929619,[std] INSEE-shaped generational proxy
M,1957,80,0.0227328938,[std] INSEE-shaped generational proxy
M,1957,81,0.0252172862,[std] INSEE-shaped generational proxy
M,1957,82,0.0279720741,[std] INSEE-shaped generational proxy
M,1957,83,0.0310257688,[std] INSEE-shaped generational proxy
M,1957,84,0.0344096722,[std] INSEE-shaped generational proxy
M,1957,85,0.0381580984,[std] INSEE-shaped generational proxy
M,1957,86,0.0423085999,[std] INSEE-shaped generational proxy
M,1957,87,0.0469021956,[std] INSEE-shaped generational proxy
M,1957,88,0.0519835935,[std] INSEE-shaped generational proxy
M,1957,89,0.0576014045,[std] INSEE-shaped generational proxy
M,1957,90,0.0638083360,[std] INSEE-shaped generational proxy
M,1957,91,0.0706613566,[std] INSEE-shaped generational proxy
M,1957,92,0.0782218181,[std] INSEE-shaped generational proxy
M,1957,93,0.0865555186,[std] INSEE-shaped generational proxy
M,1957,94,0.0957326862,[std] INSEE-shaped generational proxy
M,1957,95,0.1058278600,[std] INSEE-shaped generational proxy
M,1957,96,0.1169196401,[std] INSEE-shaped generational proxy
M,1957,97,0.1290902722,[std] INSEE-shaped generational proxy
M,1957,98,0.1424250293,[std] INSEE-shaped generational proxy
M,1957,99,0.1570113459,[std] INSEE-shaped generational proxy
M,1957,100,0.1729376565,[std] INSEE-shaped generational proxy
M,1957,101,0.1902918859,[std] INSEE-shaped generational proxy
M,1957,102,0.2091595349,[std] INSEE-shaped generational proxy
M,1957,103,0.2296213080,[std] INSEE-shaped generational proxy
M,1957,104,0.2517502306,[std] INSEE-shaped generational proxy
M,1957,105,0.2756082145,[std] INSEE-shaped generational proxy
M,1957,106,0.3012420464,[std] INSEE-shaped generational proxy
M,1957,107,0.3286787995,[std] INSEE-shaped generational proxy
M,1957,108,0.3579207094,[std] INSEE-shaped generational proxy
M,1957,109,0.3889396038,[std] INSEE-shaped generational proxy
M,1957,110,0.4216710460,[std] INSEE-shaped generational proxy
M,1957,111,0.4560084392,[std] INSEE-shaped generational proxy
M,1957,112,0.4917974342,[std] INSEE-shaped generational proxy
M,1957,113,0.5288311025,[std] INSEE-shaped generational proxy
M,1957,114,0.5668464464,[std] INSEE-shaped generational proxy
M,1957,115,0.6055229274,[std] INSEE-shaped generational proxy
M,1957,116,0.6444837682,[std] INSEE-shaped generational proxy
M,1957,117,0.6833008011,[std] INSEE-shaped generational proxy
M,1957,118,0.7215035632,[std] INSEE-shaped generational proxy
M,1957,119,0.7585931411,[std] INSEE-shaped generational proxy
M,1957,120,1.0000000000,[std] INSEE-shaped generational proxy
M,1958,50,0.0011662532,[std] INSEE-shaped generational proxy
M,1958,51,0.0012709200,[std] INSEE-shaped generational proxy
M,1958,52,0.0013872779,[std] INSEE-shaped generational proxy
M,1958,53,0.0015166312,[std] INSEE-shaped generational proxy
M,1958,54,0.0016604294,[std] INSEE-shaped generational proxy
M,1958,55,0.0018202831,[std] INSEE-shaped generational proxy
M,1958,56,0.0019979819,[std] INSEE-shaped generational proxy
M,1958,57,0.0021955141,[std] INSEE-shaped generational proxy
M,1958,58,0.0024150889,[std] INSEE-shaped generational proxy
M,1958,59,0.0026591602,[std] INSEE-shaped generational proxy
M,1958,60,0.0029304539,[std] INSEE-shaped generational proxy
M,1958,61,0.0032319975,[std] INSEE-shaped generational proxy
M,1958,62,0.0035671533,[std] INSEE-shaped generational proxy
M,1958,63,0.0039396545,[std] INSEE-shaped generational proxy
M,1958,64,0.0043536460,[std] INSEE-shaped generational proxy
M,1958,65,0.0048137289,[std] INSEE-shaped generational proxy
M,1958,66,0.0053250094,[std] INSEE-shaped generational proxy
M,1958,67,0.0058931540,[std] INSEE-shaped generational proxy
M,1958,68,0.0065244486,[std] INSEE-shaped generational proxy
M,1958,69,0.0072258650,[std] INSEE-shaped generational proxy
M,1958,70,0.0080051339,[std] INSEE-shaped generational proxy
M,1958,71,0.0088708239,[std] INSEE-shaped generational proxy
M,1958,72,0.0098324302,[std] INSEE-shaped generational proxy
M,1958,73,0.0109004698,[std] INSEE-shaped generational proxy
M,1958,74,0.0120865872,[std] INSEE-shaped generational proxy
M,1958,75,0.0134036687,[std] INSEE-shaped generational proxy
M,1958,76,0.0148659674,[std] INSEE-shaped generational proxy
M,1958,77,0.0164892388,[std] INSEE-shaped generational proxy
M,1958,78,0.0182908874,[std] INSEE-shaped generational proxy
M,1958,79,0.0202901255,[std] INSEE-shaped generational proxy
M,1958,80,0.0225081428,[std] INSEE-shaped generational proxy
M,1958,81,0.0249682882,[std] INSEE-shaped generational proxy
M,1958,82,0.0276962634,[std] INSEE-shaped generational proxy
M,1958,83,0.0307203266,[std] INSEE-shaped generational proxy
M,1958,84,0.0340715055,[std] INSEE-shaped generational proxy
M,1958,85,0.0377838192,[std] INSEE-shaped generational proxy
M,1958,86,0.0418945035,[std] INSEE-shaped generational proxy
M,1958,87,0.0464442388,[std] INSEE-shaped generational proxy
M,1958,88,0.0514773744,[std] INSEE-shaped generational proxy
M,1958,89,0.0570421423,[std] INSEE-shaped generational proxy
M,1958,90,0.0631908540,[std] INSEE-shaped generational proxy
M,1958,91,0.0699800683,[std] INSEE-shaped generational proxy
M,1958,92,0.0774707178,[std] INSEE-shaped generational proxy
M,1958,93,0.0857281784,[std] INSEE-shaped generational proxy
M,1958,94,0.0948222616,[std] INSEE-shaped generational proxy
M,1958,95,0.1048271065,[std] INSEE-shaped generational proxy
M,1958,96,0.1158209432,[std] INSEE-shaped generational proxy
M,1958,97,0.1278856951,[std] INSEE-shaped generational proxy
M,1958,98,0.1411063811,[std] INSEE-shaped generational proxy
M,1958,99,0.1555702759,[std] INSEE-shaped generational proxy
M,1958,100,0.1713657784,[std] INSEE-shaped generational proxy
M,1958,101,0.1885809372,[std] INSEE-shaped generational proxy
M,1958,102,0.2073015774,[std] INSEE-shaped generational proxy
M,1958,103,0.2276089737,[std] INSEE-shaped generational proxy
M,1958,104,0.2495770184,[std] INSEE-shaped generational proxy
M,1958,105,0.2732688403,[std] INSEE-shaped generational proxy
M,1958,106,0.2987328480,[std] INSEE-shaped generational proxy
M,1958,107,0.3259981960,[std] INSEE-shaped generational proxy
M,1958,108,0.3550697081,[std] INSEE-shaped generational proxy
M,1958,109,0.3859223431,[std] INSEE-shaped generational proxy
M,1958,110,0.4184953574,[std] INSEE-shaped generational proxy
M,1958,111,0.4526863989,[std] INSEE-shaped generational proxy
M,1958,112,0.4883458690,[std] INSEE-shaped generational proxy
M,1958,113,0.5252719994,[std] INSEE-shaped generational proxy
M,1958,114,0.5632072081,[std] INSEE-shaped generational proxy
M,1958,115,0.6018364050,[std] INSEE-shaped generational proxy
M,1958,116,0.6407879973,[std] INSEE-shaped generational proxy
M,1958,117,0.6796383697,[std] INSEE-shaped generational proxy
M,1958,118,0.7179205511,[std] INSEE-shaped generational proxy
M,1958,119,0.7551375959,[std] INSEE-shaped generational proxy
M,1958,120,1.0000000000,[std] INSEE-shaped generational proxy
M,1959,50,0.0011545974,[std] INSEE-shaped generational proxy
M,1959,51,0.0012582188,[std] INSEE-shaped generational proxy
M,1959,52,0.0013734146,[std] INSEE-shaped generational proxy
M,1959,53,0.0015014763,[std] INSEE-shaped generational proxy
M,1959,54,0.0016438388,[std] INSEE-shaped generational proxy
M,1959,55,0.0018020967,[std] INSEE-shaped generational proxy
M,1959,56,0.0019780218,[std] INSEE-shaped generational proxy
M,1959,57,0.0021735828,[std] INSEE-shaped generational proxy
M,1959,58,0.0023909669,[std] INSEE-shaped generational proxy
M,1959,59,0.0026326036,[std] INSEE-shaped generational proxy
M,1959,60,0.0029011919,[std] INSEE-shaped generational proxy
M,1959,61,0.0031997293,[std] INSEE-shaped generational proxy
M,1959,62,0.0035315448,[std] INSEE-shaped generational proxy
M,1959,63,0.0039003349,[std] INSEE-shaped generational proxy
M,1959,64,0.0043102035,[std] INSEE-shaped generational proxy
M,1959,65,0.0047657065,[std] INSEE-shaped generational proxy
M,1959,66,0.0052719000,[std] INSEE-shaped generational proxy
M,1959,67,0.0058343947,[std] INSEE-shaped generational proxy
M,1959,68,0.0064594153,[std] INSEE-shaped generational proxy
M,1959,69,0.0071538655,[std] INSEE-shaped generational proxy
M,1959,70,0.0079254006,[std] INSEE-shaped generational proxy
M,1959,71,0.0087825064,[std] INSEE-shaped generational proxy
M,1959,72,0.0097345860,[std] INSEE-shaped generational proxy
M,1959,73,0.0107920554,[std] INSEE-shaped generational proxy
M,1959,74,0.0119664474,[std] INSEE-shaped generational proxy
M,1959,75,0.0132705254,[std] INSEE-shaped generational proxy
M,1959,76,0.0147184072,[std] INSEE-shaped generational proxy
M,1959,77,0.0163256998,[std] INSEE-shaped generational proxy
M,1959,78,0.0181096449,[std] INSEE-shaped generational proxy
M,1959,79,0.0200892762,[std] INSEE-shaped generational proxy
M,1959,80,0.0222855883,[std] INSEE-shaped generational proxy
M,1959,81,0.0247217175,[std] INSEE-shaped generational proxy
M,1959,82,0.0274231338,[std] INSEE-shaped generational proxy
M,1959,83,0.0304178439,[std] INSEE-shaped generational proxy
M,1959,84,0.0337366038,[std] INSEE-shaped generational proxy
M,1959,85,0.0374131394,[std] INSEE-shaped generational proxy
M,1959,86,0.0414843716,[std] INSEE-shaped generational proxy
M,1959,87,0.0459906449,[std] INSEE-shaped generational proxy
M,1959,88,0.0509759511,[std] INSEE-shaped generational proxy
M,1959,89,0.0564881457,[std] INSEE-shaped generational proxy
M,1959,90,0.0625791456,[std] INSEE-shaped generational proxy
M,1959,91,0.0693051009,[std] INSEE-shaped generational proxy
M,1959,92,0.0767265256,[std] INSEE-shaped generational proxy
M,1959,93,0.0849083734,[std] INSEE-shaped generational proxy
M,1959,94,0.0939200384,[std] INSEE-shaped generational proxy
M,1959,95,0.1038352573,[std] INSEE-shaped generational proxy
M,1959,96,0.1147318868,[std] INSEE-shaped generational proxy
M,1959,97,0.1266915225,[std] INSEE-shaped generational proxy
M,1959,98,0.1397989221,[std] INSEE-shaped generational proxy
M,1959,99,0.1541411900,[std] INSEE-shaped generational proxy
M,1959,100,0.1698066763,[std] INSEE-shaped generational proxy
M,1959,101,0.1868835367,[std] INSEE-shaped generational proxy
M,1959,102,0.2054578997,[std] INSEE-shaped generational proxy
M,1959,103,0.2256115849,[std] INSEE-shaped generational proxy
M,1959,104,0.2474193210,[std] INSEE-shaped generational proxy
M,1959,105,0.2709454179,[std] INSEE-shaped generational proxy
M,1959,106,0.2962398660,[std] INSEE-shaped generational proxy
M,1959,107,0.3233338551,[std] INSEE-shaped generational proxy
M,1959,108,0.3522347470,[std] INSEE-shaped generational proxy
M,1959,109,0.3829205795,[std] INSEE-shaped generational proxy
M,1959,110,0.4153342485,[std] INSEE-shaped generational proxy
M,1959,111,0.4493775958,[std] INSEE-shaped generational proxy
M,1959,112,0.4849057285,[std] INSEE-shaped generational proxy
M,1959,113,0.5217220053,[std] INSEE-shaped generational proxy
M,1959,114,0.5595742443,[std] INSEE-shaped generational proxy
M,1959,115,0.5981528121,[std] INSEE-shaped generational proxy
M,1959,116,0.6370913404,[std] INSEE-shaped generational proxy
M,1959,117,0.6759708435,[std] INSEE-shaped generational proxy
M,1959,118,0.7143279627,[std] INSEE-shaped generational proxy
M,1959,119,0.7516678846,[std] INSEE-shaped generational proxy
M,1959,120,1.0000000000,[std] INSEE-shaped generational proxy
M,1960,50,0.0011430580,[std] INSEE-shaped generational proxy
M,1960,51,0.0012456444,[std] INSEE-shaped generational proxy
M,1960,52,0.0013596898,[std] INSEE-shaped generational proxy
M,1960,53,0.0014864727,[std] INSEE-shaped generational proxy
M,1960,54,0.0016274138,[std] INSEE-shaped generational proxy
M,1960,55,0.0017840918,[std] INSEE-shaped generational proxy
M,1960,56,0.0019582610,[std] INSEE-shaped generational proxy
M,1960,57,0.0021518704,[std] INSEE-shaped generational proxy
M,1960,58,0.0023670855,[std] INSEE-shaped generational proxy
M,1960,59,0.0026063119,[std] INSEE-shaped generational proxy
M,1960,60,0.0028722217,[std] INSEE-shaped generational proxy
M,1960,61,0.0031677828,[std] INSEE-shaped generational proxy
M,1960,62,0.0034962912,[std] INSEE-shaped generational proxy
M,1960,63,0.0038614070,[std] INSEE-shaped generational proxy
M,1960,64,0.0042671936,[std] INSEE-shaped generational proxy
M,1960,65,0.0047181620,[std] INSEE-shaped generational proxy
M,1960,66,0.0052193188,[std] INSEE-shaped generational proxy
M,1960,67,0.0057762196,[std] INSEE-shaped generational proxy
M,1960,68,0.0063950281,[std] INSEE-shaped generational proxy
M,1960,69,0.0070825808,[std] INSEE-shaped generational proxy
M,1960,70,0.0078464583,[std] INSEE-shaped generational proxy
M,1960,71,0.0086950643,[std] INSEE-shaped generational proxy
M,1960,72,0.0096377108,[std] INSEE-shaped generational proxy
M,1960,73,0.0106847135,[std] INSEE-shaped generational proxy
M,1960,74,0.0118474946,[std] INSEE-shaped generational proxy
M,1960,75,0.0131386958,[std] INSEE-shaped generational proxy
M,1960,76,0.0145723008,[std] INSEE-shaped generational proxy
M,1960,77,0.0161637694,[std] INSEE-shaped generational proxy
M,1960,78,0.0179301819,[std] INSEE-shaped generational proxy
M,1960,79,0.0198903948,[std] INSEE-shaped generational proxy
M,1960,80,0.0220652095,[std] INSEE-shaped generational proxy
M,1960,81,0.0244775511,[std] INSEE-shaped generational proxy
M,1960,82,0.0271526598,[std] INSEE-shaped generational proxy
M,1960,83,0.0301182930,[std] INSEE-shaped generational proxy
M,1960,84,0.0334049368,[std] INSEE-shaped generational proxy
M,1960,85,0.0370460257,[std] INSEE-shaped generational proxy
M,1960,86,0.0410781681,[std] INSEE-shaped generational proxy
M,1960,87,0.0455413743,[std] INSEE-shaped generational proxy
M,1960,88,0.0504792810,[std] INSEE-shaped generational proxy
M,1960,89,0.0559393684,[std] INSEE-shaped generational proxy
M,1960,90,0.0619731608,[std] INSEE-shaped generational proxy
M,1960,91,0.0686364006,[std] INSEE-shaped generational proxy
M,1960,92,0.0759891840,[std] INSEE-shaped generational proxy
M,1960,93,0.0840960424,[std] INSEE-shaped generational proxy
M,1960,94,0.0930259516,[std] INSEE-shaped generational proxy
M,1960,95,0.1028522440,[std] INSEE-shaped generational proxy
M,1960,96,0.1136523996,[std] INSEE-shaped generational proxy
M,1960,97,0.1255076810,[std] INSEE-shaped generational proxy
M,1960,98,0.1385025771,[std] INSEE-shaped generational proxy
M,1960,99,0.1527240126,[std] INSEE-shaped generational proxy
M,1960,100,0.1682602756,[std] INSEE-shaped generational proxy
M,1960,101,0.1851996126,[std] INSEE-shaped generational proxy
M,1960,102,0.2036284348,[std] INSEE-shaped generational proxy
M,1960,103,0.2236290821,[std] INSEE-shaped generational proxy
M,1960,104,0.2452770893,[std] INSEE-shaped generational proxy
M,1960,105,0.2686379128,[std] INSEE-shaped generational proxy
M,1960,106,0.2937630839,[std] INSEE-shaped generational proxy
M,1960,107,0.3206857829,[std] INSEE-shaped generational proxy
M,1960,108,0.3494158602,[std] INSEE-shaped generational proxy
M,1960,109,0.3799343798,[std] INSEE-shaped generational proxy
M,1960,110,0.4121878238,[std] INSEE-shaped generational proxy
M,1960,111,0.4460821767,[std] INSEE-shaped generational proxy
M,1960,112,0.4814772056,[std] INSEE-shaped generational proxy
M,1960,113,0.5181813619,[std] INSEE-shaped generational proxy
M,1960,114,0.5559478459,[std] INSEE-shaped generational proxy
M,1960,115,0.5944724871,[std] INSEE-shaped generational proxy
M,1960,116,0.6333941776,[std] INSEE-shaped generational proxy
M,1960,117,0.6722986358,[std] INSEE-shaped generational proxy
M,1960,118,0.7107262306,[std] INSEE-shaped generational proxy
M,1960,119,0.7481844417,[std] INSEE-shaped generational proxy
M,1960,120,1.0000000000,[std] INSEE-shaped generational proxy
M,1961,50,0.0011316339,[std] INSEE-shaped generational proxy
M,1961,51,0.0012331956,[std] INSEE-shaped generational proxy
M,1961,52,0.0013461021,[std] INSEE-shaped generational proxy
M,1961,53,0.0014716189,[std] INSEE-shaped generational proxy
M,1961,54,0.0016111527,[std] INSEE-shaped generational proxy
M,1961,55,0.0017662666,[std] INSEE-shaped generational proxy
M,1961,56,0.0019386974,[std] INSEE-shaped generational proxy
M,1961,57,0.0021303746,[std] INSEE-shaped generational proxy
M,1961,58,0.0023434424,[std] INSEE-shaped generational proxy
M,1961,59,0.0025802824,[std] INSEE-shaped generational proxy
M,1961,60,0.0028435403,[std] INSEE-shaped generational proxy
M,1961,61,0.0031361547,[std] INSEE-shaped generational proxy
M,1961,62,0.0034613889,[std] INSEE-shaped generational proxy
M,1961,63,0.0038228668,[std] INSEE-shaped generational proxy
M,1961,64,0.0042246119,[std] INSEE-shaped generational proxy
M,1961,65,0.0046710908,[std] INSEE-shaped generational proxy
M,1961,66,0.0051672607,[std] INSEE-shaped generational proxy
M,1961,67,0.0057186229,[std] INSEE-shaped generational proxy
M,1961,68,0.0063312807,[std] INSEE-shaped generational proxy
M,1961,69,0.0070120039,[std] INSEE-shaped generational proxy
M,1961,70,0.0077682993,[std] INSEE-shaped generational proxy
M,1961,71,0.0086084889,[std] INSEE-shaped generational proxy
M,1961,72,0.0095417950,[std] INSEE-shaped generational proxy
M,1961,73,0.0105784335,[std] INSEE-shaped generational proxy
M,1961,74,0.0117297173,[std] INSEE-shaped generational proxy
M,1961,75,0.0130081671,[std] INSEE-shaped generational proxy
M,1961,76,0.0144276341,[std] INSEE-shaped generational proxy
M,1961,77,0.0160034321,[std] INSEE-shaped generational proxy
M,1961,78,0.0177524811,[std] INSEE-shaped generational proxy
M,1961,79,0.0196934625,[std] INSEE-shaped generational proxy
M,1961,80,0.0218469855,[std] INSEE-shaped generational proxy
M,1961,81,0.0242357661,[std] INSEE-shaped generational proxy
M,1961,82,0.0268848165,[std] INSEE-shaped generational proxy
M,1961,83,0.0298216465,[std] INSEE-shaped generational proxy
M,1961,84,0.0330764743,[std] INSEE-shaped generational proxy
M,1961,85,0.0366824452,[std] INSEE-shaped generational proxy
M,1961,86,0.0406758571,[std] INSEE-shaped generational proxy
M,1961,87,0.0450963881,[std] INSEE-shaped generational proxy
M,1961,88,0.0499873215,[std] INSEE-shaped generational proxy
M,1961,89,0.0553957646,[std] INSEE-shaped generational proxy
M,1961,90,0.0613728501,[std] INSEE-shaped generational proxy
M,1961,91,0.0679739141,[std] INSEE-shaped generational proxy
M,1961,92,0.0752586357,[std] INSEE-shaped generational proxy
M,1961,93,0.0832911244,[std] INSEE-shaped generational proxy
M,1961,94,0.0921399365,[std] INSEE-shaped generational proxy
M,1961,95,0.1018779987,[std] INSEE-shaped generational proxy
M,1961,96,0.1125824107,[std] INSEE-shaped generational proxy
M,1961,97,0.1243340971,[std] INSEE-shaped generational proxy
M,1961,98,0.1372172712,[std] INSEE-shaped generational proxy
M,1961,99,0.1513186681,[std] INSEE-shaped generational proxy
M,1961,100,0.1667265015,[std] INSEE-shaped generational proxy
M,1961,101,0.1835290925,[std] INSEE-shaped generational proxy
M,1961,102,0.2018131152,[std] INSEE-shaped generational proxy
M,1961,103,0.2216614048,[std] INSEE-shaped generational proxy
M,1961,104,0.2431502732,[std] INSEE-shaped generational proxy
M,1961,105,0.2663462885,[std] INSEE-shaped generational proxy
M,1961,106,0.2913024834,[std] INSEE-shaped generational proxy
M,1961,107,0.3180539835,[std] INSEE-shaped generational proxy
M,1961,108,0.3466130789,[std] INSEE-shaped generational proxy
M,1961,109,0.3769638074,[std] INSEE-shaped generational proxy
M,1961,110,0.4090561841,[std] INSEE-shaped generational proxy
M,1961,111,0.4428002843,[std] INSEE-shaped generational proxy
M,1961,112,0.4780604891,[std] INSEE-shaped generational proxy
M,1961,113,0.5146503064,[std] INSEE-shaped generational proxy
M,1961,114,0.5523282996,[std] INSEE-shaped generational proxy
M,1961,115,0.5907957639,[std] INSEE-shaped generational proxy
M,1961,116,0.6296968858,[std] INSEE-shaped generational proxy
M,1961,117,0.6686221569,[std] INSEE-shaped generational proxy
M,1961,118,0.7071157862,[std] INSEE-shaped generational proxy
M,1961,119,0.7446877026,[std] INSEE-shaped generational proxy
M,1961,120,1.0000000000,[std] INSEE-shaped generational proxy
M,1962,50,0.0011203239,[std] INSEE-shaped generational proxy
M,1962,51,0.0012208712,[std] INSEE-shaped generational proxy
M,1962,52,0.0013326500,[std] INSEE-shaped generational proxy
M,1962,53,0.0014569134,[std] INSEE-shaped generational proxy
M,1962,54,0.0015950541,[std] INSEE-shaped generational proxy
M,1962,55,0.0017486194,[std] INSEE-shaped generational proxy
M,1962,56,0.0019193290,[std] INSEE-shaped generational proxy
M,1962,57,0.0021090934,[std] INSEE-shaped generational proxy
M,1962,58,0.0023200352,[std] INSEE-shaped generational proxy
M,1962,59,0.0025545126,[std] INSEE-shaped generational proxy
M,1962,60,0.0028151450,[std] INSEE-shaped generational proxy
M,1962,61,0.0031048419,[std] INSEE-shaped generational proxy
M,1962,62,0.0034268344,[std] INSEE-shaped generational proxy
M,1962,63,0.0037847106,[std] INSEE-shaped generational proxy
M,1962,64,0.0041824543,[std] INSEE-shaped generational proxy
M,1962,65,0.0046244880,[std] INSEE-shaped generational proxy
M,1962,66,0.0051157205,[std] INSEE-shaped generational proxy
M,1962,67,0.0056615988,[std] INSEE-shaped generational proxy
M,1962,68,0.0062681667,[std] INSEE-shaped generational proxy
M,1962,69,0.0069421278,[std] INSEE-shaped generational proxy
M,1962,70,0.0076909158,[std] INSEE-shaped generational proxy
M,1962,71,0.0085227720,[std] INSEE-shaped generational proxy
M,1962,72,0.0094468291,[std] INSEE-shaped generational proxy
M,1962,73,0.0104732051,[std] INSEE-shaped generational proxy
M,1962,74,0.0116131039,[std] INSEE-shaped generational proxy
M,1962,75,0.0128789267,[std] INSEE-shaped generational proxy
M,1962,76,0.0142843932,[std] INSEE-shaped generational proxy
M,1962,77,0.0158446724,[std] INSEE-shaped generational proxy
M,1962,78,0.0175765257,[std] INSEE-shaped generational proxy
M,1962,79,0.0194984605,[std] INSEE-shaped generational proxy
M,1962,80,0.0216308958,[std] INSEE-shaped generational proxy
M,1962,81,0.0239963399,[std] INSEE-shaped generational proxy
M,1962,82,0.0266195790,[std] INSEE-shaped generational proxy
M,1962,83,0.0295278771,[std] INSEE-shaped generational proxy
M,1962,84,0.0327511864,[std] INSEE-shaped generational proxy
M,1962,85,0.0363223652,[std] INSEE-shaped generational proxy
M,1962,86,0.0402774030,[std] INSEE-shaped generational proxy
M,1962,87,0.0446556473,[std] INSEE-shaped generational proxy
M,1962,88,0.0495000306,[std] INSEE-shaped generational proxy
M,1962,89,0.0548572884,[std] INSEE-shaped generational proxy
M,1962,90,0.0607781639,[std] INSEE-shaped generational proxy
M,1962,91,0.0673175882,[std] INSEE-shaped generational proxy
M,1962,92,0.0745348240,[std] INSEE-shaped generational proxy
M,1962,93,0.0824935587,[std] INSEE-shaped generational proxy
M,1962,94,0.0912619291,[std] INSEE-shaped generational proxy
M,1962,95,0.1009124537,[std] INSEE-shaped generational proxy
M,1962,96,0.1115218492,[std] INSEE-shaped generational proxy
M,1962,97,0.1231706977,[std] INSEE-shaped generational proxy
M,1962,98,0.1359429295,[std] INSEE-shaped generational proxy
M,1962,99,0.1499250809,[std] INSEE-shaped generational proxy
M,1962,100,0.1652052791,[std] INSEE-shaped generational proxy
M,1962,101,0.1818719039,[std] INSEE-shaped generational proxy
M,1962,102,0.2000118727,[std] INSEE-shaped generational proxy
M,1962,103,0.2197084919,[std] INSEE-shaped generational proxy
M,1962,104,0.2410388215,[std] INSEE-shaped generational proxy
M,1962,105,0.2640705074,[std] INSEE-shaped generational proxy
M,1962,106,0.2888580442,[std] INSEE-shaped generational proxy
M,1962,107,0.3154384586,[std] INSEE-shaped generational proxy
M,1962,108,0.3438264313,[std] INSEE-shaped generational proxy
M,1962,109,0.3740089225,[std] INSEE-shaped generational proxy
M,1962,110,0.4059394264,[std] INSEE-shaped generational proxy
M,1962,111,0.4395320571,[std] INSEE-shaped generational proxy
M,1962,112,0.4746557629,[std] INSEE-shaped generational proxy
M,1962,113,0.5111290713,[std] INSEE-shaped generational proxy
M,1962,114,0.5487158870,[std] INSEE-shaped generational proxy
M,1962,115,0.5871229722,[std] INSEE-shaped generational proxy
M,1962,116,0.6259998376,[std] INSEE-shaped generational proxy
M,1962,117,0.6649418146,[std] INSEE-shaped generational proxy
M,1962,118,0.7034970596,[std] INSEE-shaped generational proxy
M,1962,119,0.7411781028,[std] INSEE-shaped generational proxy
M,1962,120,1.0000000000,[std] INSEE-shaped generational proxy
M,1963,50,0.0011091269,[std] INSEE-shaped generational proxy
M,1963,51,0.0012086699,[std] INSEE-shaped generational proxy
M,1963,52,0.0013193323,[std] INSEE-shaped generational proxy
M,1963,53,0.0014423548,[std] INSEE-shaped generational proxy
M,1963,54,0.0015791161,[std] INSEE-shaped generational proxy
M,1963,55,0.0017311484,[std] INSEE-shaped generational proxy
M,1963,56,0.0019001540,[std] INSEE-shaped generational proxy
M,1963,57,0.0020880245,[std] INSEE-shaped generational proxy
M,1963,58,0.0022968615,[std] INSEE-shaped generational proxy
M,1963,59,0.0025289998,[std] INSEE-shaped generational proxy
M,1963,60,0.0027870328,[std] INSEE-shaped generational proxy
M,1963,61,0.0030738412,[std] INSEE-shaped generational proxy
M,1963,62,0.0033926242,[std] INSEE-shaped generational proxy
M,1963,63,0.0037469345,[std] INSEE-shaped generational proxy
M,1963,64,0.0041407165,[std] INSEE-shaped generational proxy
M,1963,65,0.0045783492,[std] INSEE-shaped generational proxy
M,1963,66,0.0050646930,[std] INSEE-shaped generational proxy
M,1963,67,0.0056051418,[std] INSEE-shaped generational proxy
M,1963,68,0.0062056800,[std] INSEE-shaped generational proxy
M,1963,69,0.0068729456,[std] INSEE-shaped generational proxy
M,1963,70,0.0076143002,[std] INSEE-shaped generational proxy
M,1963,71,0.0084379048,[std] INSEE-shaped generational proxy
M,1963,72,0.0093528040,[std] INSEE-shaped generational proxy
M,1963,73,0.0103690179,[std] INSEE-shaped generational proxy
M,1963,74,0.0114976430,[std] INSEE-shaped generational proxy
M,1963,75,0.0127509621,[std] INSEE-shaped generational proxy
M,1963,76,0.0141425642,[std] INSEE-shaped generational proxy
M,1963,77,0.0156874751,[std] INSEE-shaped generational proxy
M,1963,78,0.0174022988,[std] INSEE-shaped generational proxy
M,1963,79,0.0193053703,[std] INSEE-shaped generational proxy
M,1963,80,0.0214169200,[std] INSEE-shaped generational proxy
M,1963,81,0.0237592502,[std] INSEE-shaped generational proxy
M,1963,82,0.0263569226,[std] INSEE-shaped generational proxy
M,1963,83,0.0292369578,[std] INSEE-shaped generational proxy
M,1963,84,0.0324290436,[std] INSEE-shaped generational proxy
M,1963,85,0.0359657535,[std] INSEE-shaped generational proxy
M,1963,86,0.0398827703,[std] INSEE-shaped generational proxy
M,1963,87,0.0442191136,[std] INSEE-shaped generational proxy
M,1963,88,0.0490173663,[std] INSEE-shaped generational proxy
M,1963,89,0.0543238946,[std] INSEE-shaped generational proxy
M,1963,90,0.0601890535,[std] INSEE-shaped generational proxy
