basis,sex,smoker,age,mort_rate,provenance
population,F,NS,108,0.7480868689,notes walk-through anchor [std]
population,F,NS,109,0.8228955558,notes walk-through anchor [std]
population,F,NS,110,0.9051851114,notes walk-through anchor [std]
population,F,NS,111,0.9957036225,notes walk-through anchor [std]
population,F,NS,112,1.0,notes walk-through anchor [std]
population,F,NS,113,1.0,notes walk-through anchor [std]
population,F,NS,114,1.0,notes walk-through anchor [std]
population,F,NS,115,1.0,notes walk-through anchor [std]
population,F,NS,116,1.0,notes walk-through anchor [std]
population,F,NS,117,1.0,notes walk-through anchor [std]
population,F,NS,118,1.0,notes walk-through anchor [std]
population,F,NS,119,1.0,notes walk-through anchor [std]
population,F,NS,120,1.0,notes walk-through anchor [std]
population,F,S,18,0.000225284,[std] sex/smoker factor
population,F,S,19,0.0002478124,[std] sex/smoker factor
population,F,S,20,0.0002725936,[std] sex/smoker factor
population,F,S,21,0.000299853,[std] sex/smoker factor
population,F,S,22,0.0003298383,[std] sex/smoker factor
population,F,S,23,0.0003628221,[std] sex/smoker factor
population,F,S,24,0.0003991043,[std] sex/smoker factor
population,F,S,25,0.0004390148,[std] sex/smoker factor
population,F,S,26,0.0004829163,[std] sex/smoker factor
population,F,S,27,0.0005312079,[std] sex/smoker factor
population,F,S,28,0.0005843287,[std] sex/smoker factor
population,F,S,29,0.0006427615,[std] sex/smoker factor
population,F,S,30,0.0007070377,[std] sex/smoker factor
population,F,S,31,0.0007777415,[std] sex/smoker factor
population,F,S,32,0.0008555156,[std] sex/smoker factor
population,F,S,33,0.0009410672,[std] sex/smoker factor
population,F,S,34,0.0010351739,[std] sex/smoker factor
population,F,S,35,0.0011386913,[std] sex/smoker factor
population,F,S,36,0.0012525604,[std] sex/smoker factor
population,F,S,37,0.0013778165,[std] sex/smoker factor
population,F,S,38,0.0015155981,[std] sex/smoker factor
population,F,S,39,0.0016671579,[std] sex/smoker factor
population,F,S,40,0.0018338737,[std] sex/smoker factor
population,F,S,41,0.0020172611,[std] sex/smoker factor
population,F,S,42,0.0022189872,[std] sex/smoker factor
population,F,S,43,0.0024408859,[std] sex/smoker factor
population,F,S,44,0.0026849745,[std] sex/smoker factor
population,F,S,45,0.0029534719,[std] sex/smoker factor
population,F,S,46,0.0032488191,[std] sex/smoker factor
population,F,S,47,0.003573701,[std] sex/smoker factor
population,F,S,48,0.0039310712,[std] sex/smoker factor
population,F,S,49,0.0043241783,[std] sex/smoker factor
population,F,S,50,0.0047565961,[std] sex/smoker factor
population,F,S,51,0.0052322557,[std] sex/smoker factor
population,F,S,52,0.0057554813,[std] sex/smoker factor
population,F,S,53,0.0063310294,[std] sex/smoker factor
population,F,S,54,0.0069641323,[std] sex/smoker factor
population,F,S,55,0.0076605456,[std] sex/smoker factor
population,F,S,56,0.0084266001,[std] sex/smoker factor
population,F,S,57,0.0092692602,[std] sex/smoker factor
population,F,S,58,0.0101961862,[std] sex/smoker factor
population,F,S,59,0.0112158048,[std] sex/smoker factor
population,F,S,60,0.0123373853,[std] sex/smoker factor
population,F,S,61,0.0135711238,[std] sex/smoker factor
population,F,S,62,0.0149282362,[std] sex/smoker factor
population,F,S,63,0.0164210598,[std] sex/smoker factor
population,F,S,64,0.0180631658,[std] sex/smoker factor
population,F,S,65,0.0198694823,[std] sex/smoker factor
population,F,S,66,0.0218564306,[std] sex/smoker factor
population,F,S,67,0.0240420736,[std] sex/smoker factor
population,F,S,68,0.026446281,[std] sex/smoker factor
population,F,S,69,0.0290909091,[std] sex/smoker factor
population,F,S,70,0.032,[std] sex/smoker factor
population,F,S,71,0.0352,[std] sex/smoker factor
population,F,S,72,0.03872,[std] sex/smoker factor
population,F,S,73,0.042592,[std] sex/smoker factor
population,F,S,74,0.0468512,[std] sex/smoker factor
population,F,S,75,0.05153632,[std] sex/smoker factor
population,F,S,76,0.056689952,[std] sex/smoker factor
population,F,S,77,0.0623589472,[std] sex/smoker factor
population,F,S,78,0.0685948419,[std] sex/smoker factor
population,F,S,79,0.0754543261,[std] sex/smoker factor
population,F,S,80,0.0829997587,[std] sex/smoker factor
population,F,S,81,0.0912997346,[std] sex/smoker factor
population,F,S,82,0.1004297081,[std] sex/smoker factor
population,F,S,83,0.1104726789,[std] sex/smoker factor
population,F,S,84,0.1215199467,[std] sex/smoker factor
population,F,S,85,0.1336719414,[std] sex/smoker factor
population,F,S,86,0.1470391356,[std] sex/smoker factor
population,F,S,87,0.1617430491,[std] sex/smoker factor
population,F,S,88,0.177917354,[std] sex/smoker factor
population,F,S,89,0.1957090894,[std] sex/smoker factor
population,F,S,90,0.2152799984,[std] sex/smoker factor
population,F,S,91,0.2368079982,[std] sex/smoker factor
population,F,S,92,0.260488798,[std] sex/smoker factor
population,F,S,93,0.2865376778,[std] sex/smoker factor
population,F,S,94,0.3151914456,[std] sex/smoker factor
population,F,S,95,0.3467105902,[std] sex/smoker factor
population,F,S,96,0.3813816492,[std] sex/smoker factor
population,F,S,97,0.4195198141,[std] sex/smoker factor
population,F,S,98,0.4614717955,[std] sex/smoker factor
population,F,S,99,0.5076189751,[std] sex/smoker factor
population,F,S,100,0.5583808726,[std] sex/smoker factor
population,F,S,101,0.6142189599,[std] sex/smoker factor
population,F,S,102,0.6756408559,[std] sex/smoker factor
population,F,S,103,0.7432049414,[std] sex/smoker factor
population,F,S,104,0.8175254356,[std] sex/smoker factor
population,F,S,105,0.8992779791,[std] sex/smoker factor
population,F,S,106,0.9892057771,[std] sex/smoker factor
population,F,S,107,1.0,[std] sex/smoker factor
population,F,S,108,1.0,[std] sex/smoker factor
population,F,S,109,1.0,[std] sex/smoker factor
population,F,S,110,1.0,[std] sex/smoker factor
population,F,S,111,1.0,[std] sex/smoker factor
population,F,S,112,1.0,[std] sex/smoker factor
population,F,S,113,1.0,[std] sex/smoker factor
population,F,S,114,1.0,[std] sex/smoker factor
population,F,S,115,1.0,[std] sex/smoker factor
population,F,S,116,1.0,[std] sex/smoker factor
population,F,S,117,1.0,[std] sex/smoker factor
population,F,S,118,1.0,[std] sex/smoker factor
population,F,S,119,1.0,[std] sex/smoker factor
population,F,S,120,1.0,[std] sex/smoker factor
population,M,NS,18,0.0002041636,[std] sex/smoker factor
population,M,NS,19,0.00022458,[std] sex/smoker factor
population,M,NS,20,0.000247038,[std] sex/smoker factor
population,M,NS,21,0.0002717418,[std] sex/smoker factor
population,M,NS,22,0.000298916,[std] sex/smoker factor
population,M,NS,23,0.0003288076,[std] sex/smoker factor
population,M,NS,24,0.0003616883,[std] sex/smoker factor
population,M,NS,25,0.0003978571,[std] sex/smoker factor
population,M,NS,26,0.0004376429,[std] sex/smoker factor
population,M,NS,27,0.0004814071,[std] sex/smoker factor
population,M,NS,28,0.0005295479,[std] sex/smoker factor
population,M,NS,29,0.0005825027,[std] sex/smoker factor
population,M,NS,30,0.0006407529,[std] sex/smoker factor
population,M,NS,31,0.0007048282,[std] sex/smoker factor
population,M,NS,32,0.000775311,[std] sex/smoker factor
population,M,NS,33,0.0008528421,[std] sex/smoker factor
population,M,NS,34,0.0009381263,[std] sex/smoker factor
population,M,NS,35,0.001031939,[std] sex/smoker factor
population,M,NS,36,0.0011351329,[std] sex/smoker factor
population,M,NS,37,0.0012486462,[std] sex/smoker factor
population,M,NS,38,0.0013735108,[std] sex/smoker factor
population,M,NS,39,0.0015108619,[std] sex/smoker factor
population,M,NS,40,0.001661948,[std] sex/smoker factor
population,M,NS,41,0.0018281429,[std] sex/smoker factor
population,M,NS,42,0.0020109571,[std] sex/smoker factor
population,M,NS,43,0.0022120528,[std] sex/smoker factor
population,M,NS,44,0.0024332581,[std] sex/smoker factor
population,M,NS,45,0.0026765839,[std] sex/smoker factor
population,M,NS,46,0.0029442423,[std] sex/smoker factor
population,M,NS,47,0.0032386666,[std] sex/smoker factor
population,M,NS,48,0.0035625332,[std] sex/smoker factor
population,M,NS,49,0.0039187866,[std] sex/smoker factor
population,M,NS,50,0.0043106652,[std] sex/smoker factor
population,M,NS,51,0.0047417317,[std] sex/smoker factor
population,M,NS,52,0.0052159049,[std] sex/smoker factor
population,M,NS,53,0.0057374954,[std] sex/smoker factor
population,M,NS,54,0.0063112449,[std] sex/smoker factor
population,M,NS,55,0.0069423694,[std] sex/smoker factor
population,M,NS,56,0.0076366064,[std] sex/smoker factor
population,M,NS,57,0.008400267,[std] sex/smoker factor
population,M,NS,58,0.0092402937,[std] sex/smoker factor
population,M,NS,59,0.0101643231,[std] sex/smoker factor
population,M,NS,60,0.0111807554,[std] sex/smoker factor
population,M,NS,61,0.0122988309,[std] sex/smoker factor
population,M,NS,62,0.013528714,[std] sex/smoker factor
population,M,NS,63,0.0148815854,[std] sex/smoker factor
population,M,NS,64,0.016369744,[std] sex/smoker factor
population,M,NS,65,0.0180067184,[std] sex/smoker factor
population,M,NS,66,0.0198073902,[std] sex/smoker factor
population,M,NS,67,0.0217881292,[std] sex/smoker factor
population,M,NS,68,0.0239669421,[std] sex/smoker factor
population,M,NS,69,0.0263636364,[std] sex/smoker factor
population,M,NS,70,0.029,[std] sex/smoker factor
population,M,NS,71,0.0319,[std] sex/smoker factor
population,M,NS,72,0.03509,[std] sex/smoker factor
population,M,NS,73,0.038599,[std] sex/smoker factor
population,M,NS,74,0.0424589,[std] sex/smoker factor
population,M,NS,75,0.04670479,[std] sex/smoker factor
population,M,NS,76,0.051375269,[std] sex/smoker factor
population,M,NS,77,0.0565127959,[std] sex/smoker factor
population,M,NS,78,0.0621640755,[std] sex/smoker factor
population,M,NS,79,0.068380483,[std] sex/smoker factor
population,M,NS,80,0.0752185313,[std] sex/smoker factor
population,M,NS,81,0.0827403845,[std] sex/smoker factor
population,M,NS,82,0.0910144229,[std] sex/smoker factor
population,M,NS,83,0.1001158652,[std] sex/smoker factor
population,M,NS,84,0.1101274517,[std] sex/smoker factor
population,M,NS,85,0.1211401969,[std] sex/smoker factor
population,M,NS,86,0.1332542166,[std] sex/smoker factor
population,M,NS,87,0.1465796383,[std] sex/smoker factor
population,M,NS,88,0.1612376021,[std] sex/smoker factor
population,M,NS,89,0.1773613623,[std] sex/smoker factor
population,M,NS,90,0.1950974985,[std] sex/smoker factor
population,M,NS,91,0.2146072484,[std] sex/smoker factor
population,M,NS,92,0.2360679732,[std] sex/smoker factor
population,M,NS,93,0.2596747705,[std] sex/smoker factor
population,M,NS,94,0.2856422476,[std] sex/smoker factor
population,M,NS,95,0.3142064724,[std] sex/smoker factor
population,M,NS,96,0.3456271196,[std] sex/smoker factor
population,M,NS,97,0.3801898316,[std] sex/smoker factor
population,M,NS,98,0.4182088147,[std] sex/smoker factor
population,M,NS,99,0.4600296962,[std] sex/smoker factor
population,M,NS,100,0.5060326658,[std] sex/smoker factor
population,M,NS,101,0.5566359324,[std] sex/smoker factor
population,M,NS,102,0.6122995256,[std] sex/smoker factor
population,M,NS,103,0.6735294782,[std] sex/smoker factor
population,M,NS,104,0.740882426,[std] sex/smoker factor
population,M,NS,105,0.8149706686,[std] sex/smoker factor
population,M,NS,106,0.8964677355,[std] sex/smoker factor
population,M,NS,107,0.986114509,[std] sex/smoker factor
population,M,NS,108,1.0,[std] sex/smoker factor
population,M,NS,109,1.0,[std] sex/smoker factor
population,M,NS,110,1.0,[std] sex/smoker factor
population,M,NS,111,1.0,[std] sex/smoker factor
population,M,NS,112,1.0,[std] sex/smoker factor
population,M,NS,113,1.0,[std] sex/smoker factor
population,M,NS,114,1.0,[std] sex/smoker factor
population,M,NS,115,1.0,[std] sex/smoker factor
population,M,NS,116,1.0,[std] sex/smoker factor
population,M,NS,117,1.0,[std] sex/smoker factor
population,M,NS,118,1.0,[std] sex/smoker factor
population,M,NS,119,1.0,[std] sex/smoker factor
population,M,NS,120,1.0,[std] sex/smoker factor
population,M,S,18,0.0003266618,[std] sex/smoker factor
population,M,S,19,0.000359328,[std] sex/smoker factor
population,M,S,20,0.0003952608,[std] sex/smoker factor
population,M,S,21,0.0004347869,[std] sex/smoker factor
population,M,S,22,0.0004782655,[std] sex/smoker factor
population,M,S,23,0.0005260921,[std] sex/smoker factor
population,M,S,24,0.0005787013,[std] sex/smoker factor
population,M,S,25,0.0006365714,[std] sex/smoker factor
population,M,S,26,0.0007002286,[std] sex/smoker factor
population,M,S,27,0.0007702514,[std] sex/smoker factor
population,M,S,28,0.0008472766,[std] sex/smoker factor
population,M,S,29,0.0009320042,[std] sex/smoker factor
population,M,S,30,0.0010252047,[std] sex/smoker factor
population,M,S,31,0.0011277251,[std] sex/smoker factor
population,M,S,32,0.0012404976,[std] sex/smoker factor
population,M,S,33,0.0013645474,[std] sex/smoker factor
population,M,S,34,0.0015010022,[std] sex/smoker factor
population,M,S,35,0.0016511024,[std] sex/smoker factor
population,M,S,36,0.0018162126,[std] sex/smoker factor
population,M,S,37,0.0019978339,[std] sex/smoker factor
population,M,S,38,0.0021976173,[std] sex/smoker factor
population,M,S,39,0.002417379,[std] sex/smoker factor
population,M,S,40,0.0026591169,[std] sex/smoker factor
population,M,S,41,0.0029250286,[std] sex/smoker factor
population,M,S,42,0.0032175314,[std] sex/smoker factor
population,M,S,43,0.0035392846,[std] sex/smoker factor
population,M,S,44,0.003893213,[std] sex/smoker factor
population,M,S,45,0.0042825343,[std] sex/smoker factor
population,M,S,46,0.0047107877,[std] sex/smoker factor
population,M,S,47,0.0051818665,[std] sex/smoker factor
population,M,S,48,0.0057000532,[std] sex/smoker factor
population,M,S,49,0.0062700585,[std] sex/smoker factor
population,M,S,50,0.0068970643,[std] sex/smoker factor
population,M,S,51,0.0075867708,[std] sex/smoker factor
population,M,S,52,0.0083454479,[std] sex/smoker factor
population,M,S,53,0.0091799926,[std] sex/smoker factor
population,M,S,54,0.0100979919,[std] sex/smoker factor
population,M,S,55,0.0111077911,[std] sex/smoker factor
population,M,S,56,0.0122185702,[std] sex/smoker factor
population,M,S,57,0.0134404272,[std] sex/smoker factor
population,M,S,58,0.0147844699,[std] sex/smoker factor
population,M,S,59,0.0162629169,[std] sex/smoker factor
population,M,S,60,0.0178892086,[std] sex/smoker factor
population,M,S,61,0.0196781295,[std] sex/smoker factor
population,M,S,62,0.0216459424,[std] sex/smoker factor
population,M,S,63,0.0238105367,[std] sex/smoker factor
population,M,S,64,0.0261915904,[std] sex/smoker factor
population,M,S,65,0.0288107494,[std] sex/smoker factor
population,M,S,66,0.0316918243,[std] sex/smoker factor
population,M,S,67,0.0348610068,[std] sex/smoker factor
population,M,S,68,0.0383471074,[std] sex/smoker factor
population,M,S,69,0.0421818182,[std] sex/smoker factor
population,M,S,70,0.0464,[std] sex/smoker factor
population,M,S,71,0.05104,[std] sex/smoker factor
population,M,S,72,0.056144,[std] sex/smoker factor
population,M,S,73,0.0617584,[std] sex/smoker factor
population,M,S,74,0.06793424,[std] sex/smoker factor
population,M,S,75,0.074727664,[std] sex/smoker factor
population,M,S,76,0.0822004304,[std] sex/smoker factor
population,M,S,77,0.0904204734,[std] sex/smoker factor
population,M,S,78,0.0994625208,[std] sex/smoker factor
population,M,S,79,0.1094087729,[std] sex/smoker factor
population,M,S,80,0.1203496501,[std] sex/smoker factor
population,M,S,81,0.1323846152,[std] sex/smoker factor
population,M,S,82,0.1456230767,[std] sex/smoker factor
population,M,S,83,0.1601853843,[std] sex/smoker factor
population,M,S,84,0.1762039228,[std] sex/smoker factor
population,M,S,85,0.1938243151,[std] sex/smoker factor
population,M,S,86,0.2132067466,[std] sex/smoker factor
population,M,S,87,0.2345274212,[std] sex/smoker factor
population,M,S,88,0.2579801633,[std] sex/smoker factor
population,M,S,89,0.2837781797,[std] sex/smoker factor
population,M,S,90,0.3121559976,[std] sex/smoker factor
population,M,S,91,0.3433715974,[std] sex/smoker factor
population,M,S,92,0.3777087572,[std] sex/smoker factor
population,M,S,93,0.4154796329,[std] sex/smoker factor
population,M,S,94,0.4570275962,[std] sex/smoker factor
population,M,S,95,0.5027303558,[std] sex/smoker factor
population,M,S,96,0.5530033914,[std] sex/smoker factor
population,M,S,97,0.6083037305,[std] sex/smoker factor
population,M,S,98,0.6691341035,[std] sex/smoker factor
population,M,S,99,0.7360475139,[std] sex/smoker factor
population,M,S,100,0.8096522653,[std] sex/smoker factor
population,M,S,101,0.8906174918,[std] sex/smoker factor
population,M,S,102,0.979679241,[std] sex/smoker factor
population,M,S,103,1.0,[std] sex/smoker factor
population,M,S,104,1.0,[std] sex/smoker factor
population,M,S,105,1.0,[std] sex/smoker factor
population,M,S,106,1.0,[std] sex/smoker factor
population,M,S,107,1.0,[std] sex/smoker factor
population,M,S,108,1.0,[std] sex/smoker factor
population,M,S,109,1.0,[std] sex/smoker factor
population,M,S,110,1.0,[std] sex/smoker factor
population,M,S,111,1.0,[std] sex/smoker factor
population,M,S,112,1.0,[std] sex/smoker factor
population,M,S,113,1.0,[std] sex/smoker factor
population,M,S,114,1.0,[std] sex/smoker factor
population,M,S,115,1.0,[std] sex/smoker factor
population,M,S,116,1.0,[std] sex/smoker factor
population,M,S,117,1.0,[std] sex/smoker factor
population,M,S,118,1.0,[std] sex/smoker factor
population,M,S,119,1.0,[std] sex/smoker factor
population,M,S,120,1.0,[std] sex/smoker factor
