zulage_id,t,unmittelbar,n_kinder_pre2008,n_kinder_post2008,bonus,provenance
k2_post2008,50,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,51,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,52,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,53,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,54,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,55,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,56,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,57,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,58,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,59,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,0,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,1,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,2,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,3,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,4,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,5,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,6,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,7,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,8,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,9,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,10,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,11,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,12,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,13,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,14,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,15,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,16,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,17,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,18,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,19,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,20,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,21,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,22,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,23,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,24,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,25,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,26,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,27,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,28,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,29,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,30,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,31,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,32,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,33,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,34,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,35,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,36,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,37,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,38,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,39,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,40,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,41,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,42,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,43,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,44,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,45,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,46,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,47,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,48,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,49,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,50,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,51,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,52,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,53,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,54,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,55,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,56,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,57,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,58,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
grund_only,59,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
