sex,age,inc_rate,provenance
M,30,0.0000678854,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,31,0.0000779308,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,32,0.0000894627,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,33,0.0001027010,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,34,0.0001178982,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,35,0.0001353442,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,36,0.0001553719,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,37,0.0001783631,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,38,0.0002047565,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,39,0.0002350554,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,40,0.0002698379,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,41,0.0003097673,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,42,0.0003556053,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,43,0.0004082262,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,44,0.0004686337,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,45,0.0005379800,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,46,0.0006175879,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,47,0.0007089758,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,48,0.0008138869,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,49,0.0009343223,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,50,0.0010725791,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,51,0.0012312946,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,52,0.0014134961,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,53,0.0016226590,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,54,0.0018627729,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,55,0.0021384177,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,56,0.0024548512,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,57,0.0028181092,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,58,0.0032351205,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,59,0.0037138392,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,60,0.0042633966,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,61,0.0048942750,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,62,0.0056185081,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,63,0.0064499099,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,64,0.0074043389,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,65,0.0085000000,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,66,0.0097577922,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,67,0.0112017068,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,68,0.0128592856,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,69,0.0147621454,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,70,0.0169465820,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,71,0.0194542618,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,72,0.0223330169,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,73,0.0256377574,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,74,0.0294315187,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,75,0.0337866638,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,76,0.0387862640,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,77,0.0445256828,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,78,0.0511143952,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,79,0.0586780759,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,80,0.0673609965,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,81,0.0773287770,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,82,0.0887715454,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,83,0.1019075636,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,84,0.1169873914,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,85,0.1342986651,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,86,0.1541715839,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,87,0.1769852089,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,88,0.2031746926,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,89,0.2332395795,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,90,0.2677533346,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,91,0.3073742817,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,92,0.3528581601,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,93,0.4050725405,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,94,0.4650133726,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]"
M,95,0.5000000000,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]; the inc_cap binds at this age"
M,96,0.5000000000,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]; the inc_cap binds at this age"
M,97,0.5000000000,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]; the inc_cap binds at this age"
M,98,0.5000000000,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]; the inc_cap binds at this age"
M,99,0.5000000000,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]; the inc_cap binds at this age"
M,100,0.5000000000,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]; the inc_cap binds at this age"
M,101,0.5000000000,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]; the inc_cap binds at this age"
M,102,0.5000000000,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]; the inc_cap binds at this age"
M,103,0.5000000000,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]; the inc_cap binds at this age"
M,104,0.5000000000,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]; the inc_cap binds at this age"
M,105,0.5000000000,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]; the inc_cap binds at this age"
M,106,0.5000000000,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]; the inc_cap binds at this age"
M,107,0.5000000000,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]; the inc_cap binds at this age"
M,108,0.5000000000,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]; the inc_cap binds at this age"
M,109,0.5000000000,"[std] min(0.0085 x exp(0.1380 x (age-65)), 0.50); the slope is anchored on prevalence roughly doubling every five years of age above 75 (ln2/5 = 0.1386) [R18] [unverified]; NOT DAV 2008 P, which is DAV property and is not redistributed [R15] [REG-R51]; the inc_cap binds at this age"
