sex,age,mort_rate_1st,provenance
F,79,0.040481882233,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,80,0.044514070457,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,81,0.048949477502,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,82,0.053828425253,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,83,0.059195267778,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,84,0.065098794556,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,85,0.071592674011,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,86,0.078735941413,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,87,0.086593535554,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,88,0.095236889109,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,89,0.104744578020,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,90,0.115203035822,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,91,0.126707339404,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,92,0.139362073345,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,93,0.153282280679,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,94,0.168594508747,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,95,0.185437959622,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,96,0.203965755584,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,97,0.224346331142,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,98,0.246764964257,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,99,0.271425460682,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,100,0.298552006751,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,101,0.328391207426,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,102,0.361214328168,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,103,0.397319760985,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,104,0.437035737084,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,105,0.480723310792,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,106,0.528779641871,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,107,0.581641606058,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,108,0.639789766664,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,109,0.703752743330,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,110,0.774112017663,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,111,0.851507219430,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,112,0.936641941373,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,113,1.000000000000,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,114,1.000000000000,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,115,1.000000000000,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,116,1.000000000000,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,117,1.000000000000,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,118,1.000000000000,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,119,1.000000000000,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,120,1.000000000000,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
