sex,age,q_base,improve,provenance
M,119,0.764642360,0.000000,"[std] Gompertz proxy q_base(M,50)=0.002000 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
M,120,1.000000000,0.000000,"[std] terminal age closure: q = 1 at omega_age - 1 = 120, so the projection ends with no survivors [R13]"
F,18,0.000082470,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,19,0.000089892,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,20,0.000097982,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,21,0.000106801,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,22,0.000116413,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,23,0.000126890,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,24,0.000138310,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,25,0.000150758,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,26,0.000164326,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,27,0.000179116,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,28,0.000195236,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,29,0.000212807,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,30,0.000231960,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,31,0.000252837,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,32,0.000275592,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,33,0.000300395,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,34,0.000327431,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,35,0.000356899,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,36,0.000389020,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,37,0.000424032,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,38,0.000462195,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,39,0.000503793,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,40,0.000549134,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,41,0.000598556,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,42,0.000652426,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,43,0.000711145,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,44,0.000775148,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,45,0.000844911,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,46,0.000920953,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,47,0.001003839,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,48,0.001094184,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,49,0.001192661,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,50,0.001300000,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,51,0.001417000,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,52,0.001544530,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,53,0.001683538,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,54,0.001835056,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,55,0.002000211,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,56,0.002180230,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,57,0.002376451,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,58,0.002590331,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,59,0.002823461,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,60,0.003077573,0.015000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,61,0.003354554,0.014750,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,62,0.003656464,0.014500,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,63,0.003985546,0.014250,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,64,0.004344245,0.014000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,65,0.004735227,0.013750,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,66,0.005161398,0.013500,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,67,0.005625923,0.013250,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,68,0.006132257,0.013000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,69,0.006684160,0.012750,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,70,0.007285734,0.012500,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,71,0.007941450,0.012250,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,72,0.008656181,0.012000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,73,0.009435237,0.011750,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,74,0.010284408,0.011500,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,75,0.011210005,0.011250,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,76,0.012218905,0.011000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,77,0.013318607,0.010750,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,78,0.014517281,0.010500,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,79,0.015823837,0.010250,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,80,0.017247982,0.010000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,81,0.018800300,0.009750,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,82,0.020492327,0.009500,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,83,0.022336637,0.009250,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,84,0.024346934,0.009000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,85,0.026538158,0.008750,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,86,0.028926593,0.008500,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,87,0.031529986,0.008250,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,88,0.034367685,0.008000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,89,0.037460776,0.007750,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,90,0.040832246,0.007500,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,91,0.044507148,0.007250,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,92,0.048512792,0.007000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,93,0.052878943,0.006750,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,94,0.057638048,0.006500,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,95,0.062825472,0.006250,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,96,0.068479764,0.006000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,97,0.074642943,0.005750,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,98,0.081360808,0.005500,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,99,0.088683281,0.005250,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,100,0.096664776,0.005000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,101,0.105364606,0.004500,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,102,0.114847420,0.004000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,103,0.125183688,0.003500,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,104,0.136450220,0.003000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,105,0.148730740,0.002500,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,106,0.162116507,0.002000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,107,0.176706992,0.001500,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,108,0.192610622,0.001000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,109,0.209945578,0.000500,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,110,0.228840680,0.000000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,111,0.249436341,0.000000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,112,0.271885611,0.000000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,113,0.296355316,0.000000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,114,0.323027295,0.000000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,115,0.352099751,0.000000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,116,0.383788729,0.000000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
F,117,0.418329715,0.000000,"[std] Gompertz proxy q_base(F,50)=0.001300 x 1.09^(age-50); DAV 2004 R is DAV property and is not redistributed [R13]; [std] improvement 1.5%/yr below age 60 grading to 0.5% at 100 and 0 at 110; generational form required of an annuity proxy [REG-R49]"
