sex,age,cause,ci_rate,provenance
M,52,stroke,0.002209092,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
M,52,other,0.000886011,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,52,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,53,cancer,0.004808104,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
M,53,ami,0.002167294,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
M,53,stroke,0.0023792,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
M,53,other,0.000982233,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,53,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,54,cancer,0.005415939,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
M,54,ami,0.002395748,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
M,54,stroke,0.002562407,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
M,54,other,0.00108928,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,54,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,55,cancer,0.006100615,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
M,55,ami,0.002648283,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
M,55,stroke,0.002759722,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
M,55,other,0.001208405,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,55,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,56,cancer,0.006871847,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
M,56,ami,0.002927438,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
M,56,stroke,0.002972231,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
M,56,other,0.001341009,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,56,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,57,cancer,0.007740577,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
M,57,ami,0.003236018,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
M,57,stroke,0.003201104,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
M,57,other,0.001488658,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,57,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,58,cancer,0.008719131,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
M,58,ami,0.003577126,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
M,58,stroke,0.003447601,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
M,58,other,0.001653105,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,58,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,59,cancer,0.009821392,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
M,59,ami,0.00395419,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
M,59,stroke,0.003713079,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
M,59,other,0.001836309,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,59,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,60,cancer,0.011063,"[S3] ANCHOR - 예정위험률 disclosed by age and sex in a Korean CI 상품요약서, the only published Korean CI morbidity basis found"
M,60,ami,0.004371,"[S3] ANCHOR - 예정위험률 disclosed by age and sex in a Korean CI 상품요약서, the only published Korean CI morbidity basis found"
M,60,stroke,0.003999,"[S3] ANCHOR - 예정위험률 disclosed by age and sex in a Korean CI 상품요약서, the only published Korean CI morbidity basis found"
M,60,other,0.002040465,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,60,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,61,cancer,0.012314103,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,61,ami,0.004783566,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,61,stroke,0.004275106,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,61,other,0.002244141,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,61,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,62,cancer,0.013560624,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,62,ami,0.005188067,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,62,stroke,0.004539864,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,62,other,0.002445298,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,62,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,63,cancer,0.014790024,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,63,ami,0.005581283,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,63,stroke,0.004792136,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,63,other,0.002642162,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,63,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,64,cancer,0.015991498,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,64,ami,0.005960596,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,64,stroke,0.005031146,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,64,other,0.00283324,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,64,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,65,cancer,0.017156054,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,65,ami,0.006323969,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,65,stroke,0.005256429,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,65,other,0.003017328,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,65,ltc,0.0012,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,66,cancer,0.018276492,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,66,ami,0.006669907,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,66,stroke,0.005467797,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,66,other,0.003193491,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,66,ltc,0.001368,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,67,cancer,0.019347316,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,67,ami,0.006997403,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,67,stroke,0.005665285,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,67,other,0.00336105,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,67,ltc,0.00155952,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,68,cancer,0.020364597,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,68,ami,0.007305874,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,68,stroke,0.005849116,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,68,other,0.003519557,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,68,ltc,0.001777853,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,69,cancer,0.021325804,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,69,ami,0.007595109,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,69,stroke,0.006019658,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,69,other,0.00366876,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,69,ltc,0.002026752,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,70,cancer,0.02222962,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,70,ami,0.007865198,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,70,stroke,0.006177393,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,70,other,0.003808582,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,70,ltc,0.002310497,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,71,cancer,0.023075759,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,71,ami,0.00811648,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,71,stroke,0.006322886,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,71,other,0.003939088,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,71,ltc,0.002633967,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,72,cancer,0.023864787,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,72,ami,0.00834949,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,72,stroke,0.006456757,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,72,other,0.004060459,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,72,ltc,0.003002723,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,73,cancer,0.024597954,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,73,ami,0.008564914,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,73,stroke,0.006579663,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,73,other,0.004172966,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,73,ltc,0.003423104,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,74,cancer,0.025277042,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,74,ami,0.008763543,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,74,stroke,0.006692277,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,74,other,0.00427695,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,74,ltc,0.003902338,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,75,cancer,0.025904236,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,75,ami,0.008946245,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,75,stroke,0.006795276,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,75,other,0.004372805,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,75,ltc,0.004448666,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,76,cancer,0.026482006,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
