sex,age,mort_rate,acc_mort_rate,provenance
M,108,0.62086564,0.00590791,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.00988626 (male), the one free parameter, solved so that this table's 65세 기대여명 is 23.7 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 4.2 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
M,109,0.69298492,0.00626435,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.00988626 (male), the one free parameter, solved so that this table's 65세 기대여명 is 23.7 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 4.2 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
M,110,0.77348555,0.00664229,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.00988626 (male), the one free parameter, solved so that this table's 65세 기대여명 is 23.7 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 4.2 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
M,111,0.86334160,0.00704303,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.00988626 (male), the one free parameter, solved so that this table's 65세 기대여명 is 23.7 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 4.2 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
M,112,0.96364037,0.00746794,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.00988626 (male), the one free parameter, solved so that this table's 65세 기대여명 is 23.7 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 4.2 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
M,113,1.00000000,0.00791850,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.00988626 (male), the one free parameter, solved so that this table's 65세 기대여명 is 23.7 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 4.2 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
M,114,1.00000000,0.00839624,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.00988626 (male), the one free parameter, solved so that this table's 65세 기대여명 is 23.7 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 4.2 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
M,115,1.00000000,0.00890280,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.00988626 (male), the one free parameter, solved so that this table's 65세 기대여명 is 23.7 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 4.2 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
M,116,1.00000000,0.00943992,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.00988626 (male), the one free parameter, solved so that this table's 65세 기대여명 is 23.7 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 4.2 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
M,117,1.00000000,0.01000945,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.00988626 (male), the one free parameter, solved so that this table's 65세 기대여명 is 23.7 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 4.2 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
M,118,1.00000000,0.01061333,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.00988626 (male), the one free parameter, solved so that this table's 65세 기대여명 is 23.7 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 4.2 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
M,119,1.00000000,0.01125365,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.00988626 (male), the one free parameter, solved so that this table's 65세 기대여명 is 23.7 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 4.2 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
M,120,1.00000000,0.01193261,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.00988626 (male), the one free parameter, solved so that this table's 65세 기대여명 is 23.7 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 4.2 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,19,0.00019500,0.00004238,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,20,0.00020000,0.00004200,"[S12] ANCHOR row: q(20) = 0.000200 is the disclosed 예정 경험사망률 (female) 교보라이프플래닛 상품요약서 prints at ages 20/40/60; the file as a whole is a [std] construction, the 제10회 경험생명표 not being published [REG-R33] [REG-R34]. acc_mort_rate is [S6] 예정 재해사망률, 흥국생명, same three ages"
F,21,0.00020537,0.00004162,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,22,0.00021113,0.00004124,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,23,0.00021732,0.00004087,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,24,0.00022397,0.00004050,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,25,0.00023111,0.00004013,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,26,0.00023878,0.00003976,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,27,0.00024702,0.00003940,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,28,0.00025587,0.00003905,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,29,0.00026537,0.00003869,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,30,0.00027558,0.00003834,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,31,0.00028655,0.00003799,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,32,0.00029832,0.00003765,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,33,0.00031097,0.00003731,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,34,0.00032456,0.00003697,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,35,0.00033915,0.00003663,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,36,0.00035482,0.00003630,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,37,0.00037165,0.00003597,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,38,0.00038973,0.00003564,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,39,0.00040914,0.00003532,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,40,0.00043000,0.00003500,"[S12] ANCHOR row: q(40) = 0.000430 is the disclosed 예정 경험사망률 (female) 교보라이프플래닛 상품요약서 prints at ages 20/40/60; the file as a whole is a [std] construction, the 제10회 경험생명표 not being published [REG-R33] [REG-R34]. acc_mort_rate is [S6] 예정 재해사망률, 흥국생명, same three ages"
F,41,0.00045240,0.00003661,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,42,0.00047646,0.00003829,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,43,0.00050230,0.00004005,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,44,0.00053005,0.00004189,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,45,0.00055986,0.00004382,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,46,0.00059188,0.00004583,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,47,0.00062627,0.00004794,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,48,0.00066320,0.00005015,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,49,0.00070287,0.00005245,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,50,0.00074548,0.00005486,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,51,0.00079124,0.00005739,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,52,0.00084039,0.00006002,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,53,0.00089318,0.00006278,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,54,0.00094988,0.00006567,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,55,0.00101078,0.00006869,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,56,0.00107619,0.00007185,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,57,0.00114645,0.00007515,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,58,0.00122191,0.00007861,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,59,0.00130295,0.00008222,"[std] Makeham q(x) = A + B c^x fitted exactly to the three [S12] anchors at ages 20/40/60 (female): A = 0.0001275342466, B = 1.736158676e-05, c = 1.0740566. acc_mort_rate is [std] log-linear in ln q between the [S6] anchors"
F,60,0.00139000,0.00008600,"[S12] ANCHOR row: q(60) = 0.001390 is the disclosed 예정 경험사망률 (female) 교보라이프플래닛 상품요약서 prints at ages 20/40/60; the file as a whole is a [std] construction, the 제10회 경험생명표 not being published [REG-R33] [REG-R34]. acc_mort_rate is [S6] 예정 재해사망률, 흥국생명, same three ages"
F,61,0.00157144,0.00008995,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,62,0.00177728,0.00009409,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,63,0.00201084,0.00009842,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,64,0.00227591,0.00010294,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,65,0.00257678,0.00010767,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,66,0.00291834,0.00011262,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,67,0.00330615,0.00011780,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,68,0.00374654,0.00012322,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,69,0.00424670,0.00012888,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,70,0.00481481,0.00013481,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,71,0.00546016,0.00014101,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,72,0.00619335,0.00014749,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,73,0.00702640,0.00015427,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,74,0.00797301,0.00016136,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,75,0.00904874,0.00016878,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,76,0.01027130,0.00017654,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,77,0.01166084,0.00018466,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,78,0.01324028,0.00019315,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,79,0.01503568,0.00020203,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,80,0.01707668,0.00021131,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,81,0.01939703,0.00022103,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,82,0.02203508,0.00023119,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,83,0.02503449,0.00024182,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,84,0.02844491,0.00025294,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,85,0.03232282,0.00026457,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,86,0.03673248,0.00027673,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,87,0.04174699,0.00028945,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,88,0.04744951,0.00030276,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,89,0.05393463,0.00031668,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,90,0.06130998,0.00033124,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,91,0.06969801,0.00034647,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,92,0.07923799,0.00036240,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,93,0.09008840,0.00037906,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,94,0.10242950,0.00039649,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
